"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Total Shares Traded","Last Transaction Price (GHS)"
"2017-01-03","SCB","12.21","12.21","12.18","12.18","12.21","210","12.21"
"2017-01-04","SCB","12.21","12.21","12.21","12.21","12.21","0","12.21"
"2017-01-05","SCB","12.26","12.21","12.21","12.21","12.26","700","12.26"
"2017-01-06","SCB","12.30","12.21","12.26","12.26","12.30","160","12.30"
"2017-01-09","SCB","12.30","12.21","12.30","12.30","12.30","0","12.30"
"2017-01-10","SCB","12.34","12.21","12.30","12.30","12.34","8490","12.34"
"2017-01-11","SCB","12.34","12.21","12.34","12.34","12.30","43320","12.31"
"2017-01-12","SCB","12.34","12.21","12.30","12.30","12.30","0","12.31"
"2017-01-13","SCB","12.34","12.21","12.30","12.30","12.30","0","12.31"
"2017-01-16","SCB","12.34","12.21","12.30","12.30","12.31","100","12.31"
"2017-01-17","SCB","12.34","12.21","12.31","12.31","12.31","0","12.31"
"2017-01-18","SCB","12.34","12.21","12.31","12.31","12.34","4100","12.34"
"2017-01-19","SCB","12.69","12.21","12.34","12.31","12.69","250","12.36"
"2017-01-20","SCB","12.90","12.21","12.69","12.69","12.90","50","12.90"
"2017-01-23","SCB","13.01","12.21","12.90","12.90","12.94","500","13.01"
"2017-01-24","SCB","13.01","12.21","12.94","12.94","13.01","1140","13.01"
"2017-01-25","SCB","13.02","12.21","13.01","13.01","13.02","1700","13.02"
"2017-01-26","SCB","13.02","12.21","13.02","13.02","13.02","0","13.02"
"2017-01-27","SCB","13.02","12.21","13.02","13.02","13.02","0","13.02"
"2017-01-30","SCB","13.02","12.21","13.02","13.02","13.02","0","13.02"
"2017-01-31","SCB","13.11","12.21","13.02","13.02","13.11","10","13.11"
"2017-02-01","SCB","13.18","12.21","13.11","13.11","13.17","1770","13.18"
"2017-02-02","SCB","13.19","12.21","13.17","13.17","13.19","4000","13.19"
"2017-02-03","SCB","15.00","12.21","13.19","13.19","15.00","1850","15.00"
"2017-02-06","SCB","15.00","12.21","15.00","15.00","13.27","270","13.28"
"2017-02-07","SCB","15.00","12.21","13.27","13.27","13.28","2400","13.28"
"2017-02-08","SCB","15.00","12.21","13.28","13.28","13.28","0","13.28"
"2017-02-09","SCB","15.00","12.21","13.28","13.28","13.30","360","13.30"
"2017-02-10","SCB","15.00","12.21","13.30","13.30","13.32","10","13.32"
"2017-02-13","SCB","15.00","12.21","13.32","13.30","13.32","0","13.32"
"2017-02-14","SCB","15.00","12.21","13.32","13.30","13.33","1000","13.32"
"2017-02-15","SCB","15.00","12.21","13.33","13.33","13.35","200000","13.35"
"2017-02-16","SCB","15.00","12.21","13.35","13.35","13.36","40","13.36"
"2017-02-17","SCB","15.00","12.21","13.36","13.36","13.39","680","13.39"
"2017-02-20","SCB","15.00","12.21","13.39","13.39","13.39","0","13.39"
"2017-02-21","SCB","15.00","12.21","13.39","13.39","13.39","0","13.39"
"2017-02-22","SCB","15.00","12.21","13.39","13.39","13.40","370","13.42"
"2017-02-23","SCB","15.00","12.21","13.40","13.39","13.40","0","13.42"
"2017-02-24","SCB","15.00","12.21","13.40","13.39","14.46","1000","14.46"
"2017-02-27","SCB","15.00","12.21","14.46","14.46","14.46","0","14.46"
"2017-02-28","SCB","15.00","12.21","14.46","14.46","14.46","50","14.46"
"2017-03-01","SCB","15.00","12.21","14.46","14.46","15.00","170","14.46"
"2017-03-02","SCB","15.00","12.21","15.00","14.46","15.00","0","14.46"
"2017-03-03","SCB","15.00","12.21","15.00","15.00","15.00","0","14.46"
"2017-03-07","SCB","15.00","12.21","15.00","15.00","15.00","0","14.46"
"2017-03-08","SCB","15.00","12.21","15.00","15.00","15.00","50","14.46"
"2017-03-09","SCB","15.00","12.21","15.00","15.00","15.00","0","14.46"
"2017-03-10","SCB","15.33","12.21","15.00","15.00","15.33","420","15.01"
"2017-03-13","SCB","15.34","12.21","15.33","15.33","15.34","10","15.34"
"2017-03-14","SCB","15.36","12.21","15.34","15.34","15.36","310","15.36"
"2017-03-15","SCB","15.38","12.21","15.36","15.36","15.38","50","15.38"
"2017-03-16","SCB","15.38","12.21","15.38","15.38","15.38","190","15.38"
"2017-03-17","SCB","15.38","12.21","15.38","15.38","15.38","0","15.38"
"2017-03-20","SCB","15.38","12.21","15.38","15.38","15.38","250","15.38"
"2017-03-21","SCB","15.43","12.21","15.38","15.38","15.42","670","15.43"
"2017-03-22","SCB","15.44","12.21","15.42","15.42","15.44","13620","15.43"
"2017-03-23","SCB","15.44","12.21","15.44","15.44","15.44","40730","15.43"
"2017-03-24","SCB","15.44","12.21","15.44","15.44","15.44","72240","15.43"
"2017-03-27","SCB","15.44","12.21","15.44","15.44","15.44","0","15.43"
"2017-03-28","SCB","15.44","12.21","15.44","15.44","15.44","590","15.43"
"2017-03-29","SCB","15.45","12.21","15.44","15.44","15.45","21060","15.44"
"2017-03-30","SCB","15.45","12.21","15.45","15.45","15.45","0","15.44"
"2017-03-31","SCB","15.45","12.21","15.45","15.45","15.45","50","15.44"
"2017-04-03","SCB","15.45","12.21","15.45","15.45","15.45","100","15.44"
"2017-04-04","SCB","15.45","12.21","15.45","15.45","15.45","630","15.44"
"2017-04-05","SCB","15.45","12.21","15.45","15.45","15.45","101790","15.44"
"2017-04-06","SCB","16.00","12.21","15.45","15.45","15.82","150","16.00"
"2017-04-07","SCB","16.00","12.21","15.82","15.82","15.82","0","16.00"
"2017-04-10","SCB","16.00","12.21","15.82","15.82","15.82","0","16.00"
"2017-04-11","SCB","16.00","12.21","15.82","15.82","15.82","0","16.00"
"2017-04-12","SCB","16.00","12.21","15.82","15.82","15.82","0","16.00"
"2017-04-13","SCB","16.00","12.21","15.82","15.82","15.82","0","16.00"
"2017-04-18","SCB","16.00","12.21","15.82","15.82","15.82","1780","16.00"
"2017-04-19","SCB","16.00","12.21","15.82","15.82","15.82","360","16.00"
"2017-04-20","SCB","16.00","12.21","15.82","15.82","15.82","90","16.00"
"2017-04-21","SCB","16.00","12.21","15.82","15.82","15.83","910","15.83"
"2017-04-24","SCB","16.00","12.21","15.83","15.83","15.45","130","15.45"
"2017-04-25","SCB","16.00","12.21","15.45","15.45","15.46","1690","15.46"
"2017-04-26","SCB","16.00","12.21","15.46","15.46","15.46","0","15.46"
"2017-04-27","SCB","16.00","12.21","15.46","15.46","15.47","470","16.00"
"2017-04-28","SCB","16.00","12.21","15.47","15.47","15.57","110","15.48"
"2017-05-02","SCB","16.00","12.21","15.57","15.57","15.57","0","15.48"
"2017-05-03","SCB","16.00","12.21","15.57","15.57","15.67","310","16.00"
"2017-05-04","SCB","16.00","12.21","15.67","15.67","15.60","30","15.60"
"2017-05-05","SCB","16.00","12.21","15.60","15.60","15.60","370","15.60"
"2017-05-08","SCB","16.00","12.21","15.60","15.60","16.00","10","16.00"
"2017-05-09","SCB","16.00","12.21","16.00","16.00","16.00","0","16.00"
"2017-05-10","SCB","16.00","12.21","16.00","16.00","16.00","1570","16.00"
"2017-05-11","SCB","16.00","12.21","16.00","16.00","16.00","240","16.00"
"2017-05-12","SCB","16.00","12.21","16.00","16.00","15.70","1510","15.70"
"2017-05-15","SCB","16.00","12.21","15.70","16.00","15.80","370","15.70"
"2017-05-16","SCB","16.00","12.21","15.80","16.00","15.80","80","15.70"
"2017-05-17","SCB","16.00","12.21","15.80","16.00","15.80","1690","15.70"
"2017-05-18","SCB","16.00","12.21","15.80","15.80","15.83","50","15.70"
"2017-05-19","SCB","16.00","12.21","15.83","15.80","15.83","0","15.70"
"2017-05-22","SCB","16.00","12.21","15.83","15.80","16.00","600","15.70"
"2017-05-23","SCB","16.00","12.21","16.00","15.80","16.00","0","15.70"
"2017-05-24","SCB","16.00","12.21","16.00","15.80","16.00","10","15.70"
"2017-05-26","SCB","16.00","12.21","16.00","15.80","16.00","0","15.70"
"2017-05-29","SCB","16.00","12.21","16.00","15.80","16.00","0","15.70"
"2017-05-30","SCB","16.00","12.21","16.00","15.80","16.06","190","15.70"
"2017-05-31","SCB","16.08","12.21","16.06","15.80","16.08","11000","15.70"
"2017-06-01","SCB","16.10","12.21","16.08","15.80","16.10","150","16.10"
"2017-06-02","SCB","16.10","12.21","16.10","15.80","16.10","160","16.10"
"2017-06-05","SCB","16.10","12.21","16.10","15.80","16.10","0","16.10"
"2017-06-06","SCB","16.11","12.21","16.10","16.10","16.11","6100","16.11"
"2017-06-07","SCB","16.11","12.21","16.11","16.11","16.11","0","16.11"
"2017-06-08","SCB","16.12","12.21","16.11","16.11","16.12","100","16.12"
"2017-06-09","SCB","16.12","12.21","16.12","16.12","16.12","0","16.12"
"2017-06-12","SCB","16.12","12.21","16.12","16.12","16.12","0","16.12"
"2017-06-13","SCB","16.21","12.21","16.12","16.12","16.21","6660","16.21"
"2017-06-14","SCB","16.50","12.21","16.21","16.21","16.50","1000","16.50"
"2017-06-15","SCB","16.56","12.21","16.50","16.21","16.56","10480","16.56"
"2017-06-16","SCB","16.66","12.21","16.56","16.56","16.61","420","16.66"
"2017-06-19","SCB","16.66","12.21","16.61","16.56","16.61","0","16.66"
"2017-06-20","SCB","16.66","12.21","16.61","16.56","16.61","0","16.66"
"2017-06-21","SCB","17.10","12.21","16.61","16.56","16.78","11960","17.10"
"2017-06-22","SCB","17.10","12.21","16.78","16.56","16.78","0","17.10"
"2017-06-23","SCB","17.10","12.21","16.78","16.56","16.78","0","17.10"
"2017-06-27","SCB","17.10","12.21","16.78","16.56","16.78","0","17.10"
"2017-06-28","SCB","17.10","12.21","16.78","16.56","16.93","4750","17.10"
"2017-06-29","SCB","17.10","12.21","16.93","16.93","16.93","0","17.10"
"2017-06-30","SCB","17.10","12.21","16.93","16.93","17.04","2140","17.05"
"2017-07-04","SCB","17.10","12.21","17.04","16.93","17.04","0","17.05"
"2017-07-05","SCB","17.51","12.21","17.04","17.04","17.51","50","17.51"
"2017-07-06","SCB","17.51","12.21","17.51","17.51","17.51","0","17.51"
"2017-07-07","SCB","17.85","12.21","17.51","17.51","17.82","570","17.85"
"2017-07-10","SCB","18.01","12.21","17.82","17.82","18.01","310","18.01"
"2017-07-11","SCB","18.01","12.21","18.01","18.01","18.25","241130","18.50"
"2017-07-12","SCB","19.11","12.21","18.25","18.25","19.09","830","19.11"
"2017-07-13","SCB","19.11","12.21","19.09","18.25","19.09","0","19.11"
"2017-07-14","SCB","21.95","12.21","19.09","19.09","21.95","2000","21.95"
"2017-07-17","SCB","24.00","12.21","21.95","21.95","23.61","11590","23.63"
"2017-07-18","SCB","24.02","12.21","23.61","23.61","23.71","1190","24.02"
"2017-07-19","SCB","24.50","12.21","23.71","23.71","24.48","2100","24.50"
"2017-07-20","SCB","25.11","12.21","24.48","24.48","25.11","6680","25.50"
"2017-07-21","SCB","25.11","12.21","25.11","26.50","25.63","14660","25.50"
"2017-07-24","SCB","26.50","12.21","25.63","25.63","26.20","5280","26.50"
"2017-07-25","SCB","26.50","12.21","26.20","26.20","26.21","630","26.21"
"2017-07-26","SCB","26.50","12.21","26.21","26.21","26.21","3670","26.21"
"2017-07-27","SCB","26.50","12.21","26.21","26.21","26.22","7860","26.23"
"2017-07-28","SCB","26.50","12.21","26.22","26.22","26.22","540","26.23"
"2017-07-31","SCB","26.50","12.21","26.22","26.22","26.22","3350","26.23"
"2017-08-01","SCB","26.50","12.21","26.22","26.22","26.23","20","26.23"
"2017-08-02","SCB","26.50","12.21","26.23","26.23","26.22","2970","26.22"
"2017-08-03","SCB","26.50","12.21","26.22","26.22","26.22","0","26.22"
"2017-08-04","SCB","26.50","12.21","26.22","26.22","26.25","16000","26.25"
"2017-08-07","SCB","26.50","12.21","26.25","26.25","26.24","200","26.24"
"2017-08-08","SCB","26.50","12.21","26.24","26.24","26.25","3560","26.25"
"2017-08-09","SCB","26.50","12.21","26.25","26.25","26.25","240","26.25"
"2017-08-10","SCB","26.50","12.21","26.25","26.25","26.25","170","26.25"
"2017-08-11","SCB","26.50","12.21","26.25","26.25","26.30","1060","26.50"
"2017-08-14","SCB","26.50","12.21","26.30","26.30","26.35","20","26.35"
"2017-08-15","SCB","26.50","12.21","26.35","26.35","26.35","330","26.35"
"2017-08-16","SCB","26.50","12.21","26.35","26.35","26.39","2630","26.50"
"2017-08-17","SCB","26.50","12.21","26.39","26.39","26.39","0","26.50"
"2017-08-18","SCB","26.60","12.21","26.39","26.39","26.54","12910","26.60"
"2017-08-21","SCB","26.60","12.21","26.54","26.54","26.55","4360","26.55"
"2017-08-22","SCB","26.60","12.21","26.55","26.55","26.56","8460","26.57"
"2017-08-23","SCB","26.70","12.21","26.56","26.56","26.61","1400","26.70"
"2017-08-24","SCB","26.70","12.21","26.61","26.61","26.60","50000","26.60"
"2017-08-25","SCB","26.70","12.21","26.60","26.60","26.62","340","26.62"
"2017-08-28","SCB","26.70","12.21","26.62","26.62","26.62","210","26.62"
"2017-08-29","SCB","26.70","12.21","26.62","26.62","26.61","70","26.61"
"2017-08-30","SCB","26.70","12.21","26.61","26.61","26.60","2500","26.59"
"2017-08-31","SCB","26.70","12.21","26.60","26.60","26.60","0","26.59"
"2017-09-04","SCB","26.70","12.21","26.60","26.60","26.49","40","26.49"
"2017-09-05","SCB","26.70","12.21","26.49","26.49","26.01","1710","25.97"
"2017-09-06","SCB","26.70","12.21","26.01","26.01","26.01","0","25.97"
"2017-09-07","SCB","26.70","12.21","26.01","26.01","25.49","3350","25.49"
"2017-09-08","SCB","26.70","12.21","25.49","25.49","23.00","8000","23.00"
"2017-09-11","SCB","26.70","12.21","23.00","23.00","22.00","30","22.00"
"2017-09-12","SCB","26.70","12.21","22.00","22.00","21.01","6680","21.00"
"2017-09-13","SCB","26.70","12.21","21.01","21.01","20.99","80410","20.50"
"2017-09-14","SCB","26.70","12.21","20.99","20.99","20.00","4000","20.00"
"2017-09-15","SCB","26.70","12.21","20.00","20.00","20.00","0","20.00"
"2017-09-18","SCB","26.70","12.21","20.00","20.00","19.99","10250","19.99"
"2017-09-19","SCB","26.70","12.21","19.99","19.99","19.98","40","19.98"
"2017-09-20","SCB","26.70","12.21","19.98","19.98","19.97","930","19.97"
"2017-09-22","SCB","26.70","12.21","19.97","19.97","19.90","80","19.89"
"2017-09-25","SCB","26.70","12.21","19.90","19.90","19.90","0","19.89"
"2017-09-26","SCB","26.70","12.21","19.90","19.90","19.71","4720","19.70"
"2017-09-27","SCB","26.70","12.21","19.71","19.90","19.71","0","19.70"
"2017-09-28","SCB","26.70","12.21","19.71","19.90","19.71","30","19.70"
"2017-09-29","SCB","26.70","12.21","19.71","19.71","19.71","40","19.70"
"2017-10-02","SCB","26.70","12.21","19.71","19.71","19.71","0","19.70"
"2017-10-03","SCB","26.70","12.21","19.71","19.71","19.70","10","19.70"
"2017-10-04","SCB","26.70","12.21","19.70","19.71","20.00","50000","19.70"
"2017-10-05","SCB","26.70","12.21","20.00","20.00","20.00","0","19.70"
"2017-10-06","SCB","26.70","12.21","20.00","20.00","20.00","80","19.70"
"2017-10-09","SCB","26.70","12.21","20.00","20.00","20.00","10","19.70"
"2017-10-10","SCB","26.70","12.21","20.00","20.00","20.00","0","19.70"
"2017-10-11","SCB","26.70","12.21","20.00","20.00","20.00","0","19.70"
"2017-10-12","SCB","26.70","12.21","20.00","20.00","19.67","460","19.64"
"2017-10-13","SCB","26.70","12.21","19.67","19.67","19.67","3460","19.64"
"2017-10-16","SCB","26.70","12.21","19.67","19.67","19.67","0","19.64"
"2017-10-17","SCB","26.70","12.21","19.67","19.67","19.66","40","19.65"
"2017-10-18","SCB","26.70","12.21","19.66","19.66","19.56","3300","20.00"
"2017-10-19","SCB","26.70","12.21","19.56","19.56","19.51","2120","19.50"
"2017-10-20","SCB","26.70","12.21","19.51","19.51","19.51","0","19.50"
"2017-10-23","SCB","26.70","12.21","19.51","19.51","19.51","0","19.50"
"2017-10-24","SCB","26.70","12.21","19.51","19.51","19.51","6200","19.50"
"2017-10-25","SCB","26.70","12.21","19.51","19.51","19.55","700","19.55"
"2017-10-26","SCB","26.70","12.21","19.55","19.55","19.56","140","19.56"
"2017-10-27","SCB","26.70","12.21","19.56","19.56","19.58","4670","19.58"
"2017-10-30","SCB","26.70","12.21","19.58","19.58","19.58","0","19.58"
"2017-10-31","SCB","26.70","12.21","19.58","19.58","19.60","140","19.60"
"2017-11-01","SCB","26.70","12.21","19.60","19.60","19.61","300","19.61"
"2017-11-02","SCB","26.70","12.21","19.61","19.61","19.61","14620","19.61"
"2017-11-03","SCB","26.70","12.21","19.61","19.61","19.61","0","19.61"
"2017-11-06","SCB","26.70","12.21","19.61","19.61","19.61","0","19.61"
"2017-11-07","SCB","26.70","12.21","19.61","19.61","19.62","7800","19.61"
"2017-11-08","SCB","26.70","12.21","19.62","19.62","19.62","0","19.61"
"2017-11-09","SCB","26.70","12.21","19.62","19.62","20.00","145200","20.00"
"2017-11-10","SCB","26.70","12.21","20.00","20.00","21.50","10000","21.50"
"2017-11-13","SCB","26.70","12.21","21.50","21.50","21.50","0","21.50"
"2017-11-14","SCB","26.70","12.21","21.50","21.50","24.19","11400","24.50"
"2017-11-15","SCB","26.70","12.21","24.19","24.19","25.04","22710","25.50"
"2017-11-16","SCB","26.70","12.21","25.04","25.04","25.50","9070","25.50"
"2017-11-17","SCB","26.70","12.21","25.50","25.50","25.50","34440","25.50"
"2017-11-20","SCB","26.70","12.21","25.50","25.50","25.50","300","25.50"
"2017-11-21","SCB","26.70","12.21","25.50","25.50","25.49","2010","25.50"
"2017-11-22","SCB","26.70","12.21","25.49","25.49","25.49","10","25.50"
"2017-11-23","SCB","26.70","12.21","25.49","25.49","25.49","10","25.50"
"2017-11-24","SCB","26.70","12.21","25.49","25.49","25.49","70","25.50"
"2017-11-27","SCB","26.70","12.21","25.49","25.49","25.01","410","25.00"
"2017-11-28","SCB","26.70","12.21","25.01","25.01","24.00","7390","24.00"
"2017-11-29","SCB","26.70","12.21","24.00","24.00","24.00","40","24.00"
"2017-11-30","SCB","26.70","12.21","24.00","24.00","24.00","2000","24.00"
"2017-12-04","SCB","26.70","12.21","24.00","24.00","24.00","0","24.00"
"2017-12-05","SCB","26.70","12.21","24.00","24.00","24.00","490","24.00"
"2017-12-06","SCB","26.70","12.21","24.00","24.00","24.00","500","24.00"
"2017-12-07","SCB","26.70","12.21","24.00","24.00","24.00","0","24.00"
"2017-12-08","SCB","26.70","12.21","24.00","24.00","24.00","740","24.00"
"2017-12-11","SCB","26.70","12.21","24.00","24.00","24.00","500","24.00"
"2017-12-12","SCB","26.70","12.21","24.00","24.00","24.00","0","24.00"
"2017-12-13","SCB","26.70","12.21","24.00","24.00","24.00","190","24.00"
"2017-12-14","SCB","26.70","12.21","24.00","24.00","24.00","40","24.00"
"2017-12-15","SCB","26.70","12.21","24.00","24.00","24.00","11140","24.00"
"2017-12-18","SCB","26.70","12.21","24.00","24.00","24.00","0","24.00"
"2017-12-19","SCB","26.70","12.21","24.00","24.00","24.00","0","24.00"
"2017-12-20","SCB","26.70","12.21","24.00","24.00","24.00","0","24.00"
"2017-12-21","SCB","26.70","12.21","24.00","24.00","24.00","0","24.00"
"2017-12-21","SCB","26.70","12.21","24.00","24.00","25.00","43580","25.00"
"2017-12-27","SCB","26.70","12.21","25.00","25.00","25.00","0","25.00"
"2017-12-28","SCB","26.70","12.21","25.00","25.00","25.23","1090","25.50"
"2017-12-29","SCB","26.70","12.21","25.23","25.00","25.25","300","25.50"
"2018-01-02","SCB","25.25","25.25","25.25","25.25","25.25","0","25.50"
"2018-01-03","SCB","25.28","25.25","25.25","25.25","25.26","750","25.28"
"2018-01-04","SCB","25.31","25.25","25.26","25.26","25.31","9750","25.31"
"2018-01-05","SCB","25.36","25.25","25.31","25.26","25.36","420","25.36"
"2018-01-08","SCB","25.51","25.25","25.36","25.36","25.51","190","25.51"
"2018-01-09","SCB","25.61","25.25","25.51","25.51","25.61","1170","25.61"
"2018-01-10","SCB","26.09","25.25","25.61","25.61","26.09","2480","26.11"
"2018-01-11","SCB","26.21","25.25","26.09","26.09","26.21","1450","26.21"
"2018-01-12","SCB","26.29","25.25","26.21","26.21","26.27","3600","26.29"
"2018-01-15","SCB","26.36","25.25","26.27","26.27","26.36","5000","26.36"
"2018-01-16","SCB","26.40","25.25","26.36","26.36","26.40","270","26.40"
"2018-01-17","SCB","26.41","25.25","26.40","26.40","26.41","3280","26.41"
"2018-01-18","SCB","26.41","25.25","26.41","26.40","26.47","650","26.41"
"2018-01-19","SCB","26.60","25.25","26.47","26.40","26.60","210","26.70"
"2018-01-22","SCB","26.60","25.25","26.60","26.40","26.60","0","26.70"
"2018-01-23","SCB","26.60","25.25","26.60","26.40","26.60","300","26.70"
"2018-01-24","SCB","27.71","25.25","26.60","26.70","27.71","5500","27.72"
"2018-01-25","SCB","30.00","25.25","27.71","27.71","28.35","610","30.00"
"2018-01-26","SCB","30.00","25.25","28.35","28.35","30.00","280","30.00"
"2018-01-29","SCB","30.00","25.25","30.00","30.00","30.00","0","30.00"
"2018-01-30","SCB","31.00","25.25","30.00","30.00","31.00","50","31.00"
"2018-01-31","SCB","31.07","25.25","31.00","31.00","31.05","1410","31.07"
"2018-02-01","SCB","31.15","25.25","31.05","31.05","31.12","5510","31.15"
"2018-02-02","SCB","31.65","25.25","31.12","31.12","31.62","2000","31.65"
"2018-02-05","SCB","31.70","25.25","31.62","31.62","31.70","710","31.70"
"2018-02-06","SCB","32.05","25.25","31.70","31.70","31.97","490","32.05"
"2018-02-07","SCB","34.00","25.25","31.97","31.97","33.66","12410","34.00"
"2018-02-08","SCB","34.00","25.25","33.66","33.66","33.83","34750","32.00"
"2018-02-09","SCB","34.00","25.25","33.83","33.83","33.50","7610","33.50"
"2018-02-12","SCB","34.01","25.25","33.50","33.50","33.99","9980","34.01"
"2018-02-13","SCB","34.01","25.25","33.99","33.99","33.99","0","34.01"
"2018-02-14","SCB","34.01","25.25","33.99","33.99","34.00","3300","34.00"
"2018-02-15","SCB","34.01","25.25","34.00","34.00","34.01","22980","34.01"
"2018-02-16","SCB","34.01","25.25","34.01","34.01","34.02","15280","34.01"
"2018-02-19","SCB","34.01","25.25","34.02","34.02","34.02","280","34.01"
"2018-02-20","SCB","34.32","25.25","34.02","34.02","34.32","5970","34.02"
"2018-02-21","SCB","34.50","25.25","34.32","34.32","34.33","280","34.50"
"2018-02-22","SCB","34.50","25.25","34.33","34.33","34.29","270","34.03"
"2018-02-23","SCB","34.50","25.25","34.29","34.29","34.30","6350","34.30"
"2018-02-26","SCB","34.50","25.25","34.30","34.30","34.50","14040","34.50"
"2018-02-27","SCB","34.50","25.25","34.50","34.50","34.50","0","34.50"
"2018-02-28","SCB","34.50","25.25","34.50","34.50","34.43","1790","34.30"
"2018-03-01","SCB","34.50","25.25","34.43","34.43","34.43","10","34.30"
"2018-03-02","SCB","34.50","25.25","34.43","34.43","34.50","600","34.50"
"2018-03-05","SCB","34.50","25.25","34.50","34.50","34.40","270","34.20"
"2018-03-07","SCB","34.50","25.25","34.40","34.40","34.40","30","34.20"
"2018-03-08","SCB","34.50","25.25","34.40","34.40","34.40","300","34.20"
"2018-03-09","SCB","34.50","25.25","34.40","34.40","34.50","390","34.50"
"2018-03-12","SCB","34.50","25.25","34.50","34.50","34.42","5330","34.50"
"2018-03-13","SCB","34.50","25.25","34.42","34.42","34.50","60","34.50"
"2018-03-14","SCB","34.50","25.25","34.50","34.50","34.50","0","34.50"
"2018-03-15","SCB","35.00","25.25","34.50","34.50","34.88","800","35.00"
"2018-03-16","SCB","35.00","25.25","34.88","34.88","34.88","500","35.00"
"2018-03-19","SCB","35.00","25.25","34.88","34.88","34.93","3200","35.00"
"2018-03-20","SCB","35.00","25.25","34.93","34.93","34.93","30","35.00"
"2018-03-21","SCB","35.00","25.25","34.93","34.93","34.93","0","35.00"
"2018-03-22","SCB","35.00","25.25","34.93","34.93","34.75","25800","34.75"
"2018-03-23","SCB","35.00","25.25","34.75","34.75","34.92","1460","34.75"
"2018-03-26","SCB","35.00","25.25","34.92","34.92","34.91","4400","34.92"
"2018-03-27","SCB","40.00","25.25","34.91","34.91","35.05","1020","40.00"
"2018-03-28","SCB","40.00","25.25","35.05","35.05","35.05","0","40.00"
"2018-03-29","SCB","40.00","25.25","35.05","35.05","35.10","150","35.10"
"2018-04-03","SCB","40.00","25.25","35.10","35.10","35.10","50","35.10"
"2018-04-04","SCB","40.00","25.25","35.10","35.10","35.10","30180","35.10"
"2018-04-05","SCB","40.00","25.25","35.10","35.10","35.20","3140","35.10"
"2018-04-06","SCB","40.00","25.25","35.20","35.20","35.20","740","35.10"
"2018-04-09","SCB","40.00","25.25","35.20","35.20","35.10","970","35.10"
"2018-04-10","SCB","40.00","25.25","35.10","35.10","35.10","28320","35.10"
"2018-04-11","SCB","40.00","25.25","35.10","35.10","35.10","200","35.10"
"2018-04-12","SCB","40.00","25.25","35.10","35.10","35.10","0","35.10"
"2018-04-13","SCB","40.00","25.25","35.10","35.10","35.09","2620","35.10"
"2018-04-16","SCB","40.00","25.25","35.09","35.09","35.09","0","35.10"
"2018-04-17","SCB","40.00","25.25","35.09","35.09","35.09","0","35.10"
"2018-04-18","SCB","40.00","25.25","35.09","35.09","35.09","790","35.10"
"2018-04-19","SCB","40.00","25.25","35.09","35.09","35.10","34100","35.10"
"2018-04-20","SCB","40.00","25.25","35.10","35.10","35.12","18710","40.00"
"2018-04-23","SCB","40.00","25.25","35.12","35.12","35.12","750","40.00"
"2018-04-24","SCB","40.00","25.25","35.12","35.12","35.12","10320","40.00"
"2018-04-25","SCB","40.00","25.25","35.12","35.12","35.13","1610","40.00"
"2018-04-26","SCB","40.00","25.25","35.13","35.13","35.13","2810","40.00"
"2018-04-27","SCB","40.00","25.25","35.13","35.13","35.00","2070","40.00"
"2018-04-30","SCB","40.00","25.25","35.00","35.13","34.96","3000","40.00"
"2018-05-02","SCB","40.00","25.25","34.96","34.96","34.96","0","40.00"
"2018-05-03","SCB","40.00","25.25","34.96","34.96","34.90","1000","34.90"
"2018-05-04","SCB","40.00","25.25","34.90","34.90","34.90","120","34.90"
"2018-05-07","SCB","40.00","25.25","34.90","34.90","34.90","35970","34.90"
"2018-05-08","SCB","40.00","25.25","34.90","34.90","34.89","1960","34.80"
"2018-05-09","SCB","40.00","25.25","34.89","34.89","34.89","0","34.80"
"2018-05-10","SCB","40.00","25.25","34.89","34.89","34.80","1000","34.80"
"2018-05-11","SCB","40.00","25.25","34.80","34.80","34.80","0","34.80"
"2018-05-14","SCB","40.00","25.25","34.80","34.80","33.73","2210","33.00"
"2018-05-15","SCB","40.00","25.25","33.73","33.73","33.01","4190","32.99"
"2018-05-16","SCB","40.00","25.25","33.01","33.01","32.45","10910","33.00"
"2018-05-17","SCB","40.00","25.25","32.45","32.45","32.45","2290","33.00"
"2018-05-18","SCB","40.00","25.25","32.45","32.45","32.45","20","33.00"
"2018-05-21","SCB","40.00","25.25","32.45","32.45","30.00","1310","30.00"
"2018-05-22","SCB","40.00","25.25","30.00","30.00","30.00","0","30.00"
